Customer ID,Order Date,Order ID,Postal Code,Product ID,Row ID,Segment,Ship Date,Ship Mode,CY Profit,CY Quantity,CY Sales,Discount,Order Date (Year),Profit,PY Profit,PY Quantity,PY Sales,Quantity,Sales
RL-19615,31-08-2023,US-2023-135062,28314,OFF-PA-10000100,2842,Consumer,04-09-2023,Second Class,$0K,0K,$0K,0.2,2023,$0K,,,,7,229.544
JK-15370,11-04-2020,US-2020-102715,33180,TEC-AC-10001874,3777,Consumer,13-04-2020,Second Class,,,,0.2,2020,$0K,,,,7,335.944
JK-15730,01-12-2020,CA-2020-150798,43229,OFF-PA-10001972,4494,Consumer,03-12-2020,Second Class,,,,0.2,2020,$0K,,,,7,36.288
RL-19615,12-07-2021,CA-2021-126557,60610,TEC-PH-10000526,4546,Consumer,17-07-2021,Second Class,,,,0.2,2021,$0K,,,,7,537.544
CM-12235,12-08-2022,CA-2022-155845,75007,TEC-AC-10004145,2573,Consumer,15-08-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$1K,7,1399.944
BM-11785,14-07-2022,CA-2022-101966,77036,TEC-PH-10003437,1306,Consumer,16-07-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$0K,7,419.944
CM-12445,20-10-2022,CA-2022-133697,77095,OFF-PA-10000726,6206,Consumer,24-10-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$0K,7,51.016
SC-20020,02-04-2020,US-2020-157847,77095,OFF-PA-10001593,8828,Consumer,06-04-2020,Second Class,,,,0.2,2020,$0K,,,,7,33.488
MB-17305,09-10-2023,CA-2023-163125,77573,OFF-AR-10004344,4917,Consumer,11-10-2023,Second Class,$0K,0K,$0K,0.2,2023,$0K,,,,7,67.144
LC-16870,03-12-2023,CA-2023-118017,80229,OFF-SU-10004782,7885,Consumer,06-12-2023,Second Class,$0K,0K,$0K,0.2,2023,$0K,,,,7,47.32
KM-16720,24-09-2021,US-2021-106873,85323,OFF-AR-10001246,9154,Consumer,29-09-2021,Second Class,,,,0.2,2021,$0K,,,,7,16.464
TG-21310,15-11-2022,CA-2022-146633,90049,OFF-BI-10002982,2241,Consumer,17-11-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$0K,7,38.136
TD-20995,21-01-2022,US-2022-167339,92037,FUR-CH-10000785,2877,Consumer,23-01-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$1K,7,1013.488
JF-15355,23-10-2021,CA-2021-132486,92105,FUR-CH-10004540,3870,Consumer,27-10-2021,Second Class,,,,0.2,2021,$0K,,,,7,191.968
SA-20830,19-03-2023,CA-2023-124436,93727,OFF-BI-10000343,5233,Consumer,22-03-2023,Second Class,$0K,0K,$0K,0.2,2023,$0K,,,,7,27.496
RD-19900,23-06-2022,CA-2022-140382,94109,TEC-PH-10003012,6930,Consumer,25-06-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$1K,7,862.344
JK-15205,01-10-2022,CA-2022-116918,33012,OFF-AR-10003631,7193,Consumer,06-10-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$0K,8,30.976
DM-13015,24-08-2023,CA-2023-139717,43130,OFF-AP-10000938,6025,Consumer,26-08-2023,Second Class,$0K,0K,$1K,0.2,2023,$0K,,,,8,646.272
MM-17920,23-12-2023,CA-2023-121216,77840,OFF-PA-10004519,3545,Consumer,25-12-2023,Second Class,$0K,0K,$0K,0.2,2023,$0K,,,,8,28.672
LC-16870,03-12-2023,CA-2023-118017,80229,TEC-AC-10002006,7883,Consumer,06-12-2023,Second Class,$0K,0K,$0K,0.2,2023,$0K,,,,8,102.336
MV-17485,24-11-2023,CA-2023-169894,85204,OFF-ST-10000060,4350,Consumer,29-11-2023,Second Class,$0K,0K,$0K,0.2,2023,$0K,,,,8,415.872
AC-10450,31-10-2020,US-2020-167262,85323,TEC-PH-10000486,4772,Consumer,03-11-2020,Second Class,,,,0.2,2020,$0K,,,,8,742.336
PK-19075,04-09-2023,CA-2023-116680,94122,FUR-TA-10001771,5460,Consumer,06-09-2023,Second Class,$0K,0K,$1K,0.2,2023,$0K,,,,8,1478.272
MH-17455,13-07-2023,CA-2023-136364,19140,FUR-FU-10002501,4805,Consumer,17-07-2023,Second Class,$0K,0K,$0K,0.2,2023,$0K,,,,9,91.008
GW-14605,21-10-2022,CA-2022-169334,38301,OFF-ST-10004950,7822,Consumer,24-10-2022,Second Class,,,,0.2,2022,$0K,$0K,0K,$0K,9,111.672
ME-17725,12-07-2020,CA-2020-124807,60610,OFF-PA-10001526,7399,Consumer,15-07-2020,Second Class,,,,0.2,2020,$0K,,,,9,35.856
DO-13645,15-09-2023,CA-2023-165008,84106,OFF-BI-10002794,8045,Consumer,17-09-2023,Second Class,$0K,0K,$0K,0.2,2023,$0K,,,,9,295.056
NP-18700,12-12-2020,CA-2020-168494,93727,FUR-TA-10003473,1247,Consumer,14-12-2020,Second Class,,,,0.2,2020,$0K,,,,12,3610.848
LC-16885,27-05-2020,CA-2020-139192,94109,TEC-PH-10000486,1049,Consumer,01-06-2020,Second Class,,,,0.2,2020,$0K,,,,12,1113.504
PO-18850,23-08-2023,CA-2023-129021,32303,TEC-PH-10001459,4298,Consumer,26-08-2023,Second Class,$0K,0K,$4K,0.2,2023,$0K,,,,13,4367.896
TB-21055,27-08-2022,CA-2022-145982,02169,FUR-TA-10001307,3343,Consumer,01-09-2022,Second Class,,,,0.3,2022,$0K,$0K,0K,$0K,1,244.615
AM-10705,31-10-2020,CA-2020-145387,02920,FUR-TA-10003238,4210,Consumer,02-11-2020,Second Class,,,,0.3,2020,$0K,,,,1,385.686
CM-12445,20-10-2022,CA-2022-133697,77095,FUR-CH-10002372,6208,Consumer,24-10-2022,Second Class,,,,0.3,2022,$0K,$0K,0K,$0K,1,56.686
PS-18760,26-05-2021,CA-2021-143147,78207,FUR-CH-10000863,9576,Consumer,28-05-2021,Second Class,,,,0.3,2021,$0K,,,,1,105.686
SV-20365,27-01-2021,CA-2021-168746,44105,FUR-CH-10000513,2537,Consumer,29-01-2021,Second Class,,,,0.3,2021,$0K,,,,2,181.986
CR-12730,20-08-2020,CA-2020-166716,60610,FUR-CH-10004495,5800,Consumer,25-08-2020,Second Class,,,,0.3,2020,$0K,,,,2,421.372
JM-15865,01-12-2022,CA-2022-130393,76903,FUR-CH-10004477,8114,Consumer,03-12-2022,Second Class,,,,0.3,2022,$0K,$0K,0K,$0K,2,85.246
KH-16360,21-05-2020,CA-2020-127166,77070,FUR-CH-10003396,9793,Consumer,23-05-2020,Second Class,,,,0.3,2020,$0K,,,,2,107.772
LC-17140,25-06-2022,CA-2022-101693,77070,FUR-CH-10001146,7426,Consumer,27-06-2022,Second Class,,,,0.3,2022,$0K,$0K,0K,$0K,2,85.246
SV-20365,20-04-2020,CA-2020-134572,77070,FUR-TA-10004442,5078,Consumer,22-04-2020,Second Class,,,,0.3,2020,$0K,,,,2,401.59
EJ-14155,01-12-2022,CA-2022-142594,02038,FUR-TA-10001095,8396,Consumer,06-12-2022,Second Class,,,,0.3,2022,$0K,$0K,0K,$0K,3,366.009
EB-14110,14-11-2022,CA-2022-121370,19134,FUR-CH-10000785,4812,Consumer,19-11-2022,Second Class,,,,0.3,2022,$0K,$0K,0K,$0K,3,380.058
NS-18505,19-01-2023,CA-2023-153045,19140,FUR-CH-10000309,9118,Consumer,24-01-2023,Second Class,$0K,0K,$1K,0.3,2023,$0K,,,,3,887.271
BP-11290,03-10-2020,CA-2020-153976,60201,FUR-CH-10002880,1351,Consumer,08-10-2020,Second Class,,,,0.3,2020,$0K,,,,3,258.279
MB-17305,09-10-2023,CA-2023-163125,77573,FUR-CH-10001802,4918,Consumer,11-10-2023,Second Class,$0K,0K,$0K,0.3,2023,$0K,,,,3,254.058
AG-10900,13-09-2021,CA-2021-136728,60623,FUR-CH-10003817,8187,Consumer,17-09-2021,Second Class,,,,0.3,2021,$0K,,,,4,170.072
JM-15865,01-12-2022,CA-2022-130393,76903,FUR-CH-10002647,8112,Consumer,03-12-2022,Second Class,,,,0.3,2022,$0K,$0K,0K,$0K,5,248.43
SV-20365,20-04-2020,CA-2020-134572,77070,FUR-TA-10001705,5076,Consumer,22-04-2020,Second Class,,,,0.3,2020,$0K,,,,5,744.1
KT-16480,10-09-2022,CA-2022-146206,77095,FUR-TA-10004086,2494,Consumer,14-09-2022,Second Class,,,,0.3,2022,$0K,$0K,0K,$0K,5,300.93
PS-18760,26-05-2021,CA-2021-143147,78207,FUR-CH-10004754,9578,Consumer,28-05-2021,Second Class,,,,0.3,2021,$0K,,,,5,104.93
TS-21655,02-01-2023,CA-2023-147207,79907,FUR-TA-10002958,8363,Consumer,04-01-2023,Second Class,$0K,0K,$1K,0.3,2023,$0K,,,,5,913.43
JK-15730,01-12-2020,CA-2020-150798,43229,FUR-CH-10000015,4495,Consumer,03-12-2020,Second Class,,,,0.3,2020,$0K,,,,6,909.72
VS-21820,24-05-2021,US-2021-165512,60540,FUR-CH-10002880,6899,Consumer,26-05-2021,Second Class,,,,0.3,2021,$0K,,,,7,602.651
TP-21415,17-08-2023,CA-2023-118892,19134,FUR-CH-10002024,7244,Consumer,22-08-2023,Second Class,-$1K,0K,$4K,0.3,2023,-$1K,,,,9,4416.174
RL-19615,12-07-2021,CA-2021-126557,60610,FUR-CH-10004477,4544,Consumer,17-07-2021,Second Class,,,,0.3,2021,$0K,,,,9,383.607
KT-16480,30-05-2023,CA-2023-142461,75217,FUR-BO-10001811,9513,Consumer,03-06-2023,Second Class,$0K,0K,$0K,0.32,2023,$0K,,,,1,204.6664
AH-10465,03-01-2021,CA-2021-141243,75217,FUR-BO-10003272,5056,Consumer,08-01-2021,Second Class,,,,0.32,2021,$0K,,,,9,1352.3976
RK-19300,12-10-2021,CA-2021-159786,14609,FUR-TA-10001307,2117,Consumer,17-10-2021,Second Class,,,,0.4,2021,$0K,,,,1,209.67
LC-17140,09-09-2020,CA-2020-102869,19140,TEC-PH-10002549,3600,Consumer,14-09-2020,Second Class,,,,0.4,2020,$0K,,,,1,135.516
MH-17455,13-07-2023,CA-2023-136364,19140,TEC-PH-10003885,4804,Consumer,17-07-2023,Second Class,$0K,0K,$0K,0.4,2023,$0K,,,,1,39.594
JC-15775,25-07-2023,CA-2023-121293,19143,FUR-TA-10001771,6785,Consumer,28-07-2023,Second Class,$0K,0K,$0K,0.4,2023,$0K,,,,1,138.588
SF-20200,26-09-2021,CA-2021-120341,19143,TEC-PH-10003357,1650,Consumer,29-09-2021,Second Class,,,,0.4,2021,$0K,,,,1,45.894
SV-20365,27-01-2021,CA-2021-168746,44105,TEC-PH-10002555,2539,Consumer,29-01-2021,Second Class,,,,0.4,2021,$0K,,,,1,155.37
CD-12280,05-11-2023,CA-2023-102925,10024,FUR-TA-10003469,9468,Consumer,10-11-2023,Second Class,$0K,0K,$0K,0.4,2023,$0K,,,,2,166.5
NP-18700,12-08-2022,CA-2022-105459,10024,FUR-TA-10001095,9403,Consumer,17-08-2022,Second Class,,,,0.4,2022,$0K,$0K,0K,$0K,2,209.148
NS-18505,19-01-2023,CA-2023-153045,19140,TEC-PH-10001817,9116,Consumer,24-01-2023,Second Class,$0K,0K,$0K,0.4,2023,$0K,,,,2,429.6
JK-15730,01-12-2020,CA-2020-150798,43229,TEC-CO-10001571,4492,Consumer,03-12-2020,Second Class,,,,0.4,2020,$0K,,,,2,659.988
MS-17530,18-11-2020,CA-2020-133809,45014,TEC-PH-10004875,4909,Consumer,23-11-2020,Second Class,,,,0.4,2020,$0K,,,,2,9.588
PS-18760,26-05-2021,CA-2021-143147,78207,TEC-MA-10004679,9577,Consumer,28-05-2021,Second Class,,,,0.4,2021,$0K,,,,2,399.54
MC-17575,09-07-2021,CA-2021-135314,19120,TEC-PH-10003072,3782,Consumer,14-07-2021,Second Class,,,,0.4,2021,$0K,,,,3,269.982
CS-11950,31-03-2022,US-2022-151827,19134,TEC-PH-10002789,5421,Consumer,02-04-2022,Second Class,,,,0.4,2022,$0K,$0K,0K,$0K,3,280.782
MS-17710,24-08-2021,CA-2021-123939,43402,TEC-PH-10000923,9517,Consumer,26-08-2021,Second Class,,,,0.4,2021,$0K,,,,3,26.982
JH-15820,27-01-2023,CA-2023-117870,44240,TEC-PH-10003931,2171,Consumer,30-01-2023,Second Class,$0K,0K,$0K,0.4,2023,$0K,,,,3,107.982
EB-14110,14-11-2022,CA-2022-121370,19134,TEC-CO-10004115,4813,Consumer,19-11-2022,Second Class,,,,0.4,2022,$0K,$0K,0K,$1K,4,1199.976
SV-20365,27-01-2021,CA-2021-168746,44105,TEC-PH-10000895,2538,Consumer,29-01-2021,Second Class,,,,0.4,2021,$0K,,,,4,431.976
BP-11230,30-04-2021,CA-2021-135174,45373,TEC-PH-10001530,3045,Consumer,02-05-2021,Second Class,,,,0.4,2021,$0K,,,,5,1022.97
JH-15985,28-01-2021,CA-2021-116638,28027,FUR-TA-10000198,9640,Consumer,31-01-2021,Second Class,,,,0.4,2021,-$2K,,,,13,4297.644
RA-19945,29-08-2020,CA-2020-169775,33178,FUR-TA-10001857,1900,Consumer,02-09-2020,Second Class,,,,0.45,2020,$0K,,,,3,174.0585
RC-19960,06-12-2020,US-2020-112872,97477,FUR-TA-10003238,2985,Consumer,11-12-2020,Second Class,,,,0.5,2020,$0K,,,,1,275.49
PW-19240,18-11-2020,CA-2020-164210,80027,FUR-TA-10000849,2438,Consumer,20-11-2020,Second Class,,,,0.5,2020,$0K,,,,2,145.98
AG-10330,22-12-2023,CA-2023-142909,85204,FUR-TA-10003008,7152,Consumer,25-12-2023,Second Class,$0K,0K,$0K,0.5,2023,$0K,,,,2,182.55
DC-12850,24-03-2022,CA-2022-130911,44105,FUR-BO-10004357,9130,Consumer,26-03-2022,Second Class,,,,0.5,2022,$0K,$0K,0K,$0K,3,301.47
NR-18550,07-06-2020,CA-2020-106229,60505,FUR-TA-10002041,4722,Consumer,11-06-2020,Second Class,,,,0.5,2020,$0K,,,,3,268.935
AF-10885,10-05-2020,CA-2020-114181,19134,FUR-BO-10004467,7555,Consumer,14-05-2020,Second Class,,,,0.5,2020,$0K,,,,7,349.965
MM-18055,08-09-2023,US-2023-124968,60610,FUR-TA-10004289,1714,Consumer,13-09-2023,Second Class,-$1K,0K,$1K,0.5,2023,-$1K,,,,7,765.625
RL-19615,12-07-2021,CA-2021-126557,60610,FUR-FU-10001861,4549,Consumer,17-07-2021,Second Class,,,,0.6,2021,$0K,,,,1,7.76
RB-19570,28-04-2022,CA-2022-167605,60174,FUR-FU-10001602,7913,Consumer,30-04-2022,Second Class,,,,0.6,2022,$0K,$0K,0K,$0K,2,30.344
MS-17365,05-03-2021,CA-2021-140221,60653,FUR-FU-10000023,8251,Consumer,09-03-2021,Second Class,,,,0.6,2021,$0K,,,,2,4.712
AB-10150,19-11-2023,CA-2023-158876,75007,FUR-FU-10001967,1601,Consumer,21-11-2023,Second Class,$0K,0K,$0K,0.6,2023,$0K,,,,2,15.992
LC-17140,25-06-2022,CA-2022-101693,77070,FUR-FU-10003919,7427,Consumer,27-06-2022,Second Class,,,,0.6,2022,$0K,$0K,0K,$0K,2,32.712
EB-14170,17-10-2020,CA-2020-103086,77095,FUR-FU-10004586,9558,Consumer,19-10-2020,Second Class,,,,0.6,2020,$0K,,,,2,5.312
TS-21610,12-06-2023,CA-2023-124191,60610,FUR-FU-10002364,9537,Consumer,14-06-2023,Second Class,$0K,0K,$0K,0.6,2023,$0K,,,,3,8.856
LF-17185,06-12-2020,CA-2020-110030,77095,FUR-FU-10002759,2720,Consumer,08-12-2020,Second Class,,,,0.6,2020,$0K,,,,3,23.976
JS-16030,02-12-2023,US-2023-147221,77036,FUR-FU-10004020,1997,Consumer,04-12-2023,Second Class,$0K,0K,$0K,0.6,2023,$0K,,,,4,8.752
LC-17050,06-11-2023,US-2023-119319,75217,FUR-FU-10003878,8621,Consumer,09-11-2023,Second Class,$0K,0K,$0K,0.6,2023,$0K,,,,5,30.56
EM-14065,04-06-2023,CA-2023-149720,75034,FUR-FU-10002501,8518,Consumer,07-06-2023,Second Class,$0K,0K,$0K,0.6,2023,$0K,,,,6,30.336
SC-20305,16-12-2020,CA-2020-113257,77705,FUR-FU-10001706,9832,Consumer,18-12-2020,Second Class,,,,0.6,2020,$0K,,,,7,8.624
JA-15970,22-09-2023,CA-2023-158379,19134,OFF-BI-10002498,1803,Consumer,26-09-2023,Second Class,$0K,0K,$0K,0.7,2023,$0K,,,,1,5.607
BT-11440,19-03-2022,CA-2022-106383,80122,FUR-BO-10002202,2226,Consumer,21-03-2022,Second Class,,,,0.7,2022,$0K,$0K,0K,$0K,1,72.294
MD-17350,04-09-2023,CA-2023-109757,44312,OFF-BI-10001634,3563,Consumer,09-09-2023,Second Class,$0K,0K,$0K,0.7,2023,$0K,,,,2,4.368
MV-17485,24-11-2023,CA-2023-169894,85204,OFF-BI-10004230,4349,Consumer,29-11-2023,Second Class,$0K,0K,$0K,0.7,2023,$0K,,,,2,20.724
LH-16900,13-09-2020,CA-2020-126277,43229,OFF-BI-10004022,6910,Consumer,18-09-2020,Second Class,,,,0.7,2020,$0K,,,,3,2.502
SH-20395,15-12-2022,CA-2022-113600,44221,OFF-BI-10000201,8047,Consumer,17-12-2022,Second Class,,,,0.7,2022,$0K,$0K,0K,$0K,3,2.214
MM-18055,20-11-2021,US-2021-165743,80013,OFF-BI-10001982,7994,Consumer,23-11-2021,Second Class,,,,0.7,2021,$0K,,,,3,4.896
JK-15205,01-10-2022,CA-2022-116918,33012,OFF-BI-10004140,7192,Consumer,06-10-2022,Second Class,,,,0.7,2022,$0K,$0K,0K,$0K,4,5.388
RA-19945,29-08-2020,CA-2020-169775,33178,OFF-BI-10004390,1899,Consumer,02-09-2020,Second Class,,,,0.7,2020,$0K,,,,4,505.176
DP-13000,15-05-2022,CA-2022-141180,33311,OFF-BI-10000301,4965,Consumer,19-05-2022,Second Class,,,,0.7,2022,$0K,$0K,0K,$0K,4,7.764
MS-17770,19-08-2020,US-2020-164616,43229,OFF-BI-10001718,2377,Consumer,21-08-2020,Second Class,,,,0.7,2020,$0K,,,,4,76.776
HA-14905,22-10-2023,CA-2023-130141,80525,OFF-BI-10000831,4642,Consumer,24-10-2023,Second Class,$0K,0K,$0K,0.7,2023,$0K,,,,4,3.168
MD-17350,04-09-2023,CA-2023-109757,44312,OFF-BI-10004001,3562,Consumer,09-09-2023,Second Class,$0K,0K,$0K,0.7,2023,$0K,,,,5,25.56
SW-20245,05-12-2021,CA-2021-101091,19140,OFF-BI-10001107,4158,Consumer,09-12-2021,Second Class,,,,0.7,2021,$0K,,,,6,26.064
SF-20200,26-09-2021,CA-2021-120341,19143,OFF-BI-10004224,1649,Consumer,29-09-2021,Second Class,,,,0.7,2021,$0K,,,,6,121.104
AS-10240,21-06-2023,CA-2023-101049,44105,OFF-BI-10001510,1630,Consumer,25-06-2023,Second Class,$0K,0K,$0K,0.7,2023,$0K,,,,6,41.256
MM-18055,20-11-2021,US-2021-165743,80013,FUR-BO-10002268,7995,Consumer,23-11-2021,Second Class,,,,0.7,2021,$0K,,,,6,145.764
MM-18055,20-11-2021,US-2021-165743,80013,OFF-BI-10001758,7996,Consumer,23-11-2021,Second Class,,,,0.7,2021,$0K,,,,6,9.612
TG-21310,14-07-2021,CA-2021-143364,85204,FUR-BO-10001608,7867,Consumer,19-07-2021,Second Class,,,,0.7,2021,$0K,,,,6,127.764
RO-19780,04-12-2021,CA-2021-155600,37042,OFF-BI-10000545,4356,Consumer,07-12-2021,Second Class,,,,0.7,2021,-$1K,,,,7,1598.058
DM-13015,05-09-2022,CA-2022-136231,37604,OFF-BI-10001597,3875,Consumer,07-09-2022,Second Class,,,,0.7,2022,$0K,$0K,0K,$0K,7,86.058
JF-15565,06-11-2023,CA-2023-167941,28314,OFF-BI-10002827,2971,Consumer,09-11-2023,Second Class,$0K,0K,$0K,0.7,2023,$0K,,,,8,13.272
EM-14065,13-08-2022,CA-2022-155670,28540,OFF-BI-10000138,1747,Consumer,17-08-2022,Second Class,,,,0.7,2022,$0K,$0K,0K,$0K,8,11.232
MS-17530,18-11-2020,CA-2020-133809,45014,OFF-BI-10001757,4908,Consumer,23-11-2020,Second Class,,,,0.7,2020,$0K,,,,8,11.808
EH-13945,26-11-2022,US-2022-158288,19120,OFF-BI-10003364,9124,Consumer,28-11-2022,Second Class,,,,0.7,2022,$0K,$0K,0K,$0K,9,78.759
CS-11860,19-10-2021,CA-2021-150413,75220,OFF-BI-10000404,8980,Consumer,24-10-2021,Second Class,,,,0.8,2021,$0K,,,,1,1.72
DL-13315,06-02-2020,CA-2020-108182,60441,OFF-BI-10001196,8981,Consumer,10-02-2020,Second Class,,,,0.8,2020,$0K,,,,2,8.952
RL-19615,12-07-2021,CA-2021-126557,60610,OFF-BI-10003314,4547,Consumer,17-07-2021,Second Class,,,,0.8,2021,$0K,,,,2,1.928
MS-17365,05-03-2021,CA-2021-140221,60653,OFF-BI-10002854,8250,Consumer,09-03-2021,Second Class,,,,0.8,2021,$0K,,,,2,11.212
TS-21655,02-01-2023,CA-2023-147207,79907,OFF-AP-10000027,8362,Consumer,04-01-2023,Second Class,$0K,0K,$0K,0.8,2023,$0K,,,,2,5.432
KH-16360,21-05-2020,CA-2020-127166,77070,OFF-BI-10000977,9795,Consumer,23-05-2020,Second Class,,,,0.8,2020,$0K,,,,3,18.24
DM-13015,23-10-2023,US-2023-105389,78207,OFF-BI-10004364,3856,Consumer,28-10-2023,Second Class,$0K,0K,$0K,0.8,2023,$0K,,,,3,3.564
CB-12025,05-02-2023,CA-2023-131282,76706,OFF-BI-10004632,6567,Consumer,08-02-2023,Second Class,$0K,0K,$0K,0.8,2023,$0K,,,,4,243.992
JM-15865,01-12-2022,CA-2022-130393,76903,OFF-AP-10004859,8113,Consumer,03-12-2022,Second Class,,,,0.8,2022,$0K,$0K,0K,$0K,4,11.648
MS-17365,05-03-2021,CA-2021-140221,60653,OFF-AP-10000828,8252,Consumer,09-03-2021,Second Class,,,,0.8,2021,$0K,,,,5,180.98
JS-16030,02-12-2023,US-2023-147221,77036,OFF-AP-10002534,1996,Consumer,04-12-2023,Second Class,-$1K,0K,$0K,0.8,2023,-$1K,,,,5,294.62
PT-19090,12-09-2020,US-2020-150924,77070,OFF-BI-10004040,3161,Consumer,16-09-2020,Second Class,,,,0.8,2020,$0K,,,,5,5.18
TC-21295,14-11-2023,CA-2023-142489,77095,OFF-BI-10003684,8875,Consumer,16-11-2023,Second Class,$0K,0K,$0K,0.8,2023,$0K,,,,5,21.99
TB-21520,17-10-2020,CA-2020-124394,77705,OFF-BI-10003676,6874,Consumer,22-10-2020,Second Class,,,,0.8,2020,$0K,,,,5,10.78
VS-21820,24-05-2021,US-2021-165512,60540,OFF-BI-10001249,6900,Consumer,26-05-2021,Second Class,,,,0.8,2021,$0K,,,,6,7.656
MM-17920,23-12-2023,CA-2023-121216,77840,OFF-AP-10001947,3546,Consumer,25-12-2023,Second Class,$0K,0K,$0K,0.8,2023,$0K,,,,8,29.312
EG-13900,31-03-2023,CA-2023-114524,60623,OFF-BI-10002799,3243,Consumer,05-04-2023,Second Class,$0K,0K,$0K,0.8,2023,$0K,,,,13,13.468
SS-20875,25-02-2021,CA-2021-154900,01453,OFF-LA-10001641,5769,Consumer,01-03-2021,Standard Class,,,,0,2021,$0K,,,,1,3.15
FM-14380,09-12-2022,CA-2022-141082,01841,OFF-LA-10001404,1312,Consumer,13-12-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,1,3.69
TB-21625,28-05-2021,CA-2021-149601,06040,OFF-ST-10001558,8387,Consumer,03-06-2021,Standard Class,,,,0,2021,$0K,,,,1,16.24
EH-13990,25-09-2021,CA-2021-156510,06450,OFF-AR-10004930,6452,Consumer,29-09-2021,Standard Class,,,,0,2021,$0K,,,,1,6.7
DB-13660,28-02-2023,CA-2023-101959,06457,OFF-PA-10002137,9767,Consumer,06-03-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,7.78
KT-16480,29-04-2023,CA-2023-126718,07050,OFF-LA-10004055,7157,Consumer,04-05-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,4.91
EH-13945,02-07-2020,CA-2020-107594,07060,OFF-AR-10000716,2734,Consumer,06-07-2020,Standard Class,,,,0,2020,$0K,,,,1,5.58
XP-21865,06-10-2023,CA-2023-118577,07109,OFF-PA-10004888,8330,Consumer,11-10-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,6.48
DO-13645,04-12-2023,CA-2023-118003,07501,FUR-FU-10002506,8519,Consumer,10-12-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,12.99
CS-12460,03-12-2023,CA-2023-148691,10009,OFF-LA-10001317,2466,Consumer,09-12-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,3.15
CS-12460,03-12-2023,CA-2023-148691,10009,TEC-PH-10000576,2465,Consumer,09-12-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,136.99
EM-14065,13-11-2023,CA-2023-133620,10009,OFF-ST-10004634,8320,Consumer,18-11-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,11.21
MT-17815,11-11-2023,CA-2023-154137,10009,OFF-ST-10003324,5117,Consumer,17-11-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,35.48
SG-20605,06-12-2021,US-2021-127040,10009,OFF-PA-10004255,2390,Consumer,10-12-2021,Standard Class,,,,0,2021,$0K,,,,1,6.48
BD-11770,11-11-2022,CA-2022-124667,10011,OFF-ST-10002276,1781,Consumer,16-11-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,1,83.36
CV-12295,04-09-2022,CA-2022-123120,10011,FUR-FU-10004748,5331,Consumer,08-09-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,1,63.94
PK-19075,14-12-2022,CA-2022-129126,10011,OFF-ST-10004507,6396,Consumer,19-12-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,1,17.15
RA-19915,30-09-2020,CA-2020-102008,10011,OFF-PA-10004092,1791,Consumer,04-10-2020,Standard Class,,,,0,2020,$0K,,,,1,48.94
VD-21670,01-11-2021,CA-2021-113145,10011,TEC-PH-10001527,2298,Consumer,05-11-2021,Standard Class,,,,0,2021,$0K,,,,1,42.95
JF-15190,02-12-2022,US-2022-155103,10024,OFF-PA-10000062,6698,Consumer,07-12-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,1,54.96
RA-19285,30-06-2023,CA-2023-131695,10024,FUR-FU-10002045,2588,Consumer,06-07-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,22.23
DP-13000,14-11-2022,CA-2022-166618,10035,OFF-AR-10001725,9179,Consumer,18-11-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,1,23.65
GT-14710,23-05-2020,US-2020-135881,10035,OFF-AP-10002118,7013,Consumer,27-05-2020,Standard Class,,,,0,2020,$0K,,,,1,208.16
JF-15190,24-09-2021,CA-2021-105508,10035,OFF-EN-10003055,9919,Consumer,29-09-2021,Standard Class,,,,0,2021,$0K,,,,1,39.98
JM-15535,17-04-2021,CA-2021-148712,10035,TEC-AC-10003198,5443,Consumer,23-04-2021,Standard Class,,,,0,2021,$0K,,,,1,99.6
KL-16645,11-08-2020,CA-2020-154641,10035,OFF-ST-10004459,3230,Consumer,16-08-2020,Standard Class,,,,0,2020,$0K,,,,1,375.34
SW-20275,21-11-2023,CA-2023-107874,10035,FUR-FU-10003535,2213,Consumer,25-11-2023,Standard Class,$0K,0K,$0K,0,2023,$0K,,,,1,27.42
KD-16270,01-03-2022,US-2022-143819,10701,OFF-PA-10003127,1084,Consumer,05-03-2022,Standard Class,,,,0,2022,$0K,$0K,0K,$0K,1,26.38
